WorkerId,Input.id,Input.who,Input.when_where,Input.claim,Input.evidence,Input.label,Answer.user-output
A08632732BPRZBN313W1E,2632,Donald Trump,"stated on September 24, 2017 in a tweet:","""NFL attendance and ratings are WAY DOWN. Boring games yes, but many stay away because they love our country.""","Trump said ""NFL attendance and ratings are WAY DOWN. Boring games yes, but many stay away because they love our country.""
Ratings were down 8 percent in 2016, but experts said the drop was modest and in line with general ratings for the sports industry. The NFL remains the most watched televised sports event in the United States.
Ratings in 2017 so far suggest a similar year-on-year drop, but experts say it’s too early to tell, and external factors like Hurricane Irma, which coincided with the season’s first week, may help explain the drop.
NFL game attendance dropped slightly from 2016 to 2017, and rose from 2015 to 2016.
As for political motivation, there’s little evidence to suggest people are boycotting the NFL. Most of the professional sports franchises are dealing with declines in popularity.
We rate this claim Mostly False.",barely-true,"[{""question"":""Were NFL ratings down in 2016?"",""answer"":""Yes"",""evidence"":""Ratings were down 8 percent in 2016, "",""from-where"":""Reasoning""},{""question"":""Were the NFL attendance and ratings down by a large amount in 2016?"",""answer"":""No"",""evidence"":""but experts said the drop was modest and in line with general ratings for the sports industry. The NFL remains the most watched televised sports event in the United States."",""from-where"":""Reasoning""},{""question"":""Were NFL  ratings down in 2017? "",""answer"":""Yes"",""evidence"":""Ratings in 2017 so far suggest a similar year-on-year drop"",""from-where"":""Reasoning""},{""question"":""Was NFL attendance down in 2017"",""answer"":""Yes"",""evidence"":""NFL game attendance dropped slightly from 2016 to 2017,"",""from-where"":""Reasoning""},{""question"":""Are people staying away from football because they love the country?"",""answer"":""No"",""evidence"":""External factors like Hurricane Irma, which coincided with the season’s first week, may help explain the drop...As for political motivation, there’s little evidence to suggest people are boycotting the NFL. Most of the professional sports franchises are dealing with declines in popularity."",""from-where"":""Reasoning""}]"
A08632732BPRZBN313W1E,2633,Dennis Prager,"stated on November 8, 2021 in an interview with Newsmax:","""During the AIDS crisis, can you imagine if gay men and intravenous drug users … had they been pariahs the way the non-vaccinated are? But it would've been inconceivable.""","Prager said, ""During the AIDS crisis, can you imagine if gay men and intravenous drug users ... had they been pariahs the way the non-vaccinated are? But it would've been inconceivable.""
To suggest that gay men and intravenous drug users were not considered pariahs during the AIDS crisis of the 1980s is entirely inaccurate. The evidence of the opposite abounds: contemporary survey data on attitudes about homosexuality; the existence of laws against consensual gay sex; the near-passage of an AIDS quarantine law in California; calls by prominent commentators for banning HIV-positive people from certain jobs or even tattooing them; jokes about the disease by White House officials; and the need for the gay community to build their own institutions to grapple with the disease because existing institutions were insufficient.
We rate the statement Pants on Fire.",pants-fire,"[{""question"":""Were gay men and intravenous drugs users considered pariahs during the AIDS crisis?"",""answer"":""Yes"",""evidence"":""To suggest that gay men and intravenous drug users were not considered pariahs during the AIDS crisis of the 1980s is entirely inaccurate. The evidence of the opposite abounds: contemporary survey data on attitudes about homosexuality; the existence of laws against consensual gay sex; the near-passage of an AIDS quarantine law in California; calls by prominent commentators for banning HIV-positive people from certain jobs or even tattooing them; jokes about the disease by White House officials; and the need for the gay community to build their own institutions to grapple with the disease because existing institutions were insufficient."",""from-where"":""Reasoning""},{""question"":""Are non-vaccinated people considered pariahs?"",""answer"":""n/a"",""evidence"":""Had they been pariahs the way the non-vaccinated are..."",""from-where"":""claim""}]"
A248M9BK62RL5L,2633,Dennis Prager,"stated on November 8, 2021 in an interview with Newsmax:","""During the AIDS crisis, can you imagine if gay men and intravenous drug users … had they been pariahs the way the non-vaccinated are? But it would've been inconceivable.""","Prager said, ""During the AIDS crisis, can you imagine if gay men and intravenous drug users ... had they been pariahs the way the non-vaccinated are? But it would've been inconceivable.""
To suggest that gay men and intravenous drug users were not considered pariahs during the AIDS crisis of the 1980s is entirely inaccurate. The evidence of the opposite abounds: contemporary survey data on attitudes about homosexuality; the existence of laws against consensual gay sex; the near-passage of an AIDS quarantine law in California; calls by prominent commentators for banning HIV-positive people from certain jobs or even tattooing them; jokes about the disease by White House officials; and the need for the gay community to build their own institutions to grapple with the disease because existing institutions were insufficient.
We rate the statement Pants on Fire.",pants-fire,"[{""question"":""Were gay men/IV drug users not considered pariahs during the AIDs crisis?"",""answer"":""No"",""evidence"":""To suggest that gay men and intravenous drug users were not considered pariahs during the AIDS crisis of the 1980s is entirely inaccurate. The evidence of the opposite abounds: contemporary survey data on attitudes about homosexuality; the existence of laws against consensual gay sex; the near-passage of an AIDS quarantine law in California; calls by prominent commentators for banning HIV-positive people from certain jobs or even tattooing them; jokes about the disease by White House officials; and the need for the gay community to build their own institutions to grapple with the disease because existing institutions were insufficient."",""from-where"":""Reasoning""},{""question"":""During the AIDS crisis, was there evidence of public sentiment against Gay men/ IV drug users"",""answer"":""Yes"",""evidence"":""To suggest that gay men and intravenous drug users were not considered pariahs during the AIDS crisis of the 1980s is entirely inaccurate. The evidence of the opposite abounds: contemporary survey data on attitudes about homosexuality; the existence of laws against consensual gay sex; the near-passage of an AIDS quarantine law in California; calls by prominent commentators for banning HIV-positive people from certain jobs or even tattooing them; jokes about the disease by White House officials; and the need for the gay community to build their own institutions to grapple with the disease because existing institutions were insufficient."",""from-where"":""Reasoning""}]"
A08632732BPRZBN313W1E,2634,Bill Clinton,"stated on July 26, 2016 in remarks at the Democratic National Convention in Philadelphia:","""As secretary of state, (Hillary Clinton) worked hard to get strong sanctions against Iran's nuclear program"" and ""got Russia and China to support them.""","Bill Clinton said, ""As secretary of state, (Hillary Clinton) worked hard to get strong sanctions against Iran's nuclear program"" and ""got Russia and China to support them.""
During Hillary Clinton’s first 18 months as secretary, the State Department led the global effort to increase sanctions on Iran — notably getting Russia and China on board — culminating in an important U.N. resolution. Clinton was personally involved in these diplomatic efforts and pushed them publicly. Experts said these sanctions, on top of other sanctions passed before and after, were crucial to getting Iran to the negotiating table.
However, Clinton wasn’t singularly responsible for the sanctions or getting China and Russia to support them, just as the sanctions passed under her watch likely weren’t singularly responsible for opening up Iran to talks.
We rate Bill Clinton’s statement Mostly True.",mostly-true,"[{""question"":""As Secretary of State, was Hilary Clinton involved in increasing sanctions against Iran's nuclear program?"",""answer"":""Yes"",""evidence"":""During Hillary Clinton’s first 18 months as secretary, the State Department led the global effort to increase sanctions on Iran...Clinton was personally involved in these diplomatic efforts and pushed them publicly. Experts said these sanctions, on top of other sanctions passed before and after, were crucial to getting Iran to the negotiating table."",""from-where"":""Reasoning""},{""question"":""Was Hillary Clinton able to get China and Russia on board with sanctions against Iran?"",""answer"":""Yes"",""evidence"":""Notably getting Russia and China on board — culminating in an important U.N. resolution."",""from-where"":""Reasoning""},{""question"":""Was Hillary Clinton the only person working to increase sanctions against Iran's nuclear program and involve China and Russia?"",""answer"":""No"",""evidence"":""Clinton wasn’t singularly responsible for the sanctions or getting China and Russia to support them, just as the sanctions passed under her watch likely weren’t singularly responsible for opening up Iran to talks."",""from-where"":""Reasoning""}]"
A248M9BK62RL5L,2634,Bill Clinton,"stated on July 26, 2016 in remarks at the Democratic National Convention in Philadelphia:","""As secretary of state, (Hillary Clinton) worked hard to get strong sanctions against Iran's nuclear program"" and ""got Russia and China to support them.""","Bill Clinton said, ""As secretary of state, (Hillary Clinton) worked hard to get strong sanctions against Iran's nuclear program"" and ""got Russia and China to support them.""
During Hillary Clinton’s first 18 months as secretary, the State Department led the global effort to increase sanctions on Iran — notably getting Russia and China on board — culminating in an important U.N. resolution. Clinton was personally involved in these diplomatic efforts and pushed them publicly. Experts said these sanctions, on top of other sanctions passed before and after, were crucial to getting Iran to the negotiating table.
However, Clinton wasn’t singularly responsible for the sanctions or getting China and Russia to support them, just as the sanctions passed under her watch likely weren’t singularly responsible for opening up Iran to talks.
We rate Bill Clinton’s statement Mostly True.",mostly-true,"[{""question"":""As SoS, did Clinton involved sanctions against Iran's nuclear program?\n"",""answer"":""Yes"",""evidence"":""During Hillary Clinton’s first 18 months as secretary, the State Department led the global effort to increase sanctions on Iran — notably getting Russia and China on board — culminating in an important U.N. resolution. Clinton was personally involved in these diplomatic efforts and pushed them publicly. Experts said these sanctions, on top of other sanctions passed before and after, were crucial to getting Iran to the negotiating table."",""from-where"":""Reasoning""},{""question"":""As SoS, was Clinton involved in getting both Russia and China to support sanction's against Iran's nuclear program?"",""answer"":""Yes"",""evidence"":""During Hillary Clinton’s first 18 months as secretary, the State Department led the global effort to increase sanctions on Iran — notably getting Russia and China on board — culminating in an important U.N. resolution. Clinton was personally involved in these diplomatic efforts and pushed them publicly"",""from-where"":""Reasoning""},{""question"":""Was Clinton solely responsible for the sanctions?"",""answer"":""No"",""evidence"":""just as the sanctions passed under her watch likely weren’t singularly responsible for opening up Iran to talks."",""from-where"":""Reasoning""},{""question"":""Was Clinton solely responsible for obtaining Russia and China's collaboration?"",""answer"":""No"",""evidence"":""However, Clinton wasn’t singularly responsible for the sanctions or getting China and Russia to support them, "",""from-where"":""Reasoning""}]"
A248M9BK62RL5L,2635,Rebecca Kleefisch,"stated on April 20, 2016 in a radio interview:","""Right now, our corrections department charges taxpayers between $30,000 and $40,000 a year per person we lock up,"" she said. ""That’s actually cheap when you compare us to the rest of the country.""","Kleefisch said that the state Department of Corrections ""charges taxpayers between $30,000 and $40,000 a year per person we lock up. That's actually cheap, when you compare us to the rest of the country.""
The annual per-inmate cost from DOC does fall within the range she cited.
While Kleefisch labeled Wisconsin as cheap compared to other states, the best available numbers suggest the state, at best, is more in the middle of the pack than close to the bottom.
For a statement that is partially accurate but leaves out important details or takes things out of context, our rating is Half True.",half-true,"[{""question"":""Is corrections charging taxpayers 30-40,000 a year per person incarcerated?\n"",""answer"":""Yes"",""evidence"":""The annual per-inmate cost from DOC does fall within the range she cited."",""from-where"":""Reasoning""},{""question"":""Is 30-40k per year per person cheaper than the rest of the country?"",""answer"":""No"",""evidence"":""While Kleefisch labeled Wisconsin as cheap compared to other states, the best available numbers suggest the state, at best, is more in the middle of the pack than close to the bottom."",""from-where"":""Reasoning""},{""question"":""Is Wisconsin cheaper than most/all other states incarceration costs?"",""answer"":""No"",""evidence"":""While Kleefisch labeled Wisconsin as cheap compared to other states, the best available numbers suggest the state, at best, is more in the middle of the pack than close to the bottom."",""from-where"":""Reasoning""}]"
A08632732BPRZBN313W1E,2635,Rebecca Kleefisch,"stated on April 20, 2016 in a radio interview:","""Right now, our corrections department charges taxpayers between $30,000 and $40,000 a year per person we lock up,"" she said. ""That’s actually cheap when you compare us to the rest of the country.""","Kleefisch said that the state Department of Corrections ""charges taxpayers between $30,000 and $40,000 a year per person we lock up. That's actually cheap, when you compare us to the rest of the country.""
The annual per-inmate cost from DOC does fall within the range she cited.
While Kleefisch labeled Wisconsin as cheap compared to other states, the best available numbers suggest the state, at best, is more in the middle of the pack than close to the bottom.
For a statement that is partially accurate but leaves out important details or takes things out of context, our rating is Half True.",half-true,"[{""question"":""Does the DOC charge taxpayers $30-40,000 per year per inmate?"",""answer"":""Yes"",""evidence"":""The annual per-inmate cost from DOC does fall within the range she cited."",""from-where"":""Reasoning""},{""question"":""Is $30,000 to 40,000 cheap compared to other states?"",""answer"":""No"",""evidence"":""While Kleefisch labeled Wisconsin as cheap compared to other states, the best available numbers suggest the state, at best, is more in the middle of the pack than close to the bottom."",""from-where"":""Reasoning""}]"
A08632732BPRZBN313W1E,2636,Paul Saldaña,"stated on January 13, 2016 in a civic summit hosted by Austin's KLRU-TV:","A Texas law requires every high school to have a voter registrar ""and part of their responsibility is to make sure that when children become 18 and become eligible to vote, that they vote.""","Saldaña said a Texas law requires every high school to have a voter registrar ""and part of their responsibility is to make sure that when children become 18 and become eligible to vote, that they vote.""
A 1983 law requires every high school to have a deputy voter registrar tasked with giving eligible students voter registration applications. Each registrar also must make sure submitted applications are appropriately handled.
However, the law doesn’t require registrars to make every eligible student register; it's up to each student to act or not. Also, as Saldaña acknowledged, registrars aren’t required to ensure that students vote.
We rate this statement Half True.
HALF TRUE– The statement is partially accurate but leaves out important details or takes things out of context.
Click here formoreon the six PolitiFact ratings and how we select facts to check.",half-true,"[{""question"":""Is there a Texas law that requires every high school to have a voter registrar \"" "",""answer"":""Yes"",""evidence"":""A 1983 law requires every high school to have a deputy voter registrar tasked with giving eligible students voter registration applications. Each registrar also must make sure submitted applications are appropriately handled."",""from-where"":""Reasoning""},{""question"":""Is it the registrar's job to ensure every 18 year old votes?"",""answer"":""No"",""evidence"":""However, the law doesn’t require registrars to make every eligible student register; it's up to each student to act or not. Also, as Saldaña acknowledged, registrars aren’t required to ensure that students vote."",""from-where"":""Reasoning""},{""question"":""Is it part of the voter registrar's job to encourage registration and voting?"",""answer"":""n/a"",""evidence"":""Part of their responsibility is to make sure that when children become 18 and become eligible to vote, that they vote.\"""",""from-where"":""Claim""}]"
A248M9BK62RL5L,2636,Paul Saldaña,"stated on January 13, 2016 in a civic summit hosted by Austin's KLRU-TV:","A Texas law requires every high school to have a voter registrar ""and part of their responsibility is to make sure that when children become 18 and become eligible to vote, that they vote.""","Saldaña said a Texas law requires every high school to have a voter registrar ""and part of their responsibility is to make sure that when children become 18 and become eligible to vote, that they vote.""
A 1983 law requires every high school to have a deputy voter registrar tasked with giving eligible students voter registration applications. Each registrar also must make sure submitted applications are appropriately handled.
However, the law doesn’t require registrars to make every eligible student register; it's up to each student to act or not. Also, as Saldaña acknowledged, registrars aren’t required to ensure that students vote.
We rate this statement Half True.
HALF TRUE– The statement is partially accurate but leaves out important details or takes things out of context.
Click here formoreon the six PolitiFact ratings and how we select facts to check.",half-true,"[{""question"":""Does a Texas law require every high school to have a voter registrar?\n"",""answer"":""Yes"",""evidence"":""A 1983 law requires every high school to have a deputy voter registrar tasked with giving eligible students voter registration applications. Each registrar also must make sure submitted applications are appropriately handled."",""from-where"":""Reasoning""},{""question"":""Does the Texas law/voter registrar direct efforts to make sure children actually vote?"",""answer"":""No"",""evidence"":"" Also, as Saldaña acknowledged, registrars aren’t required to ensure that students vote."",""from-where"":""Reasoning""},{""question"":""Does the Texas law/voter registrar direct efforts to make sure children actually register to vote?"",""answer"":""No"",""evidence"":""However, the law doesn’t require registrars to make every eligible student register;"",""from-where"":""Reasoning""}]"
A248M9BK62RL5L,2639,Paul Vallas,"stated on November 14, 2018 in a press release:","Says Susana Mendoza’s assertion that she fought efforts to hike vehicle sticker prices when she was Chicago’s city clerk ""is absurd … Mendoza pushed a draconian sticker penalty program.""","Vallas said, ""Mendoza’s assertion that she fought Rahm Emanuel’s efforts to drastically raise city sticker prices is absurd ... Mendoza pushed a draconian city sticker penalty program.""
Vallas is correct that Mendoza backed hiking tickets for violating city sticker requirements during her time as city clerk, a policy that has financially burdened thousands of low-income Chicagoans.
But he’s off base in calling into question Mendoza’s well-documented opposition to Emanuel’s sticker price increase.
We rate his partially accurate statement Half True.",half-true,"[{""question"":""Did Mendoza fight Emanuel's efforts to raise city sticker prices?\n"",""answer"":""Yes"",""evidence"":""But he’s off base in calling into question Mendoza’s well-documented opposition to Emanuel’s sticker price increase."",""from-where"":""Reasoning""},{""question"":""Did Mendoza push a city sticker penalty program?"",""answer"":""Yes"",""evidence"":""Vallas is correct that Mendoza backed hiking tickets for violating city sticker requirements during her time as city clerk,"",""from-where"":""Reasoning""},{""question"":""Did Mendoza claim to fight Emanuel's efforts to raise city sticker prices?"",""answer"":""Yes"",""evidence"":""... calling into question Mendoza’s well-documented opposition to Emanuel’s sticker price increase."",""from-where"":""Reasoning""}]"
A08632732BPRZBN313W1E,2639,Paul Vallas,"stated on November 14, 2018 in a press release:","Says Susana Mendoza’s assertion that she fought efforts to hike vehicle sticker prices when she was Chicago’s city clerk ""is absurd … Mendoza pushed a draconian sticker penalty program.""","Vallas said, ""Mendoza’s assertion that she fought Rahm Emanuel’s efforts to drastically raise city sticker prices is absurd ... Mendoza pushed a draconian city sticker penalty program.""
Vallas is correct that Mendoza backed hiking tickets for violating city sticker requirements during her time as city clerk, a policy that has financially burdened thousands of low-income Chicagoans.
But he’s off base in calling into question Mendoza’s well-documented opposition to Emanuel’s sticker price increase.
We rate his partially accurate statement Half True.",half-true,"[{""question"":""Did Susana Mendoza support a hike in vehicle sticker prices?"",""answer"":""No"",""evidence"":""But he’s off base in calling into question Mendoza’s well-documented opposition to Emanuel’s sticker price increase."",""from-where"":""Reasoning""},{""question"":""Did Susana Mendoza support a sticker penalty program?"",""answer"":""Yes"",""evidence"":""Vallas is correct that Mendoza backed hiking tickets for violating city sticker requirements during her time as city clerk"",""from-where"":""Reasoning""},{""question"":""Was Susana Mendoza's sticker penalty program accurately described as draconian?"",""answer"":""Yes"",""evidence"":""A policy that has financially burdened thousands of low-income Chicagoans."",""from-where"":""Reasoning""}]"
A248M9BK62RL5L,2642,Rick Scott,"stated on January 12, 2016 in his 2016 State of the State address:","""For the first time ever, we completely funded the critical needs waiting list so persons with unique abilities can get the help they need.""","Scott said, ""For the first time ever, we completely funded the critical needs waiting list"" for people with disabilities.
Advocates said Scott has a point about working to help around 5,000 disabled Floridians get off a narrow waiting list, but he left out two pieces of important context.
First, the critical needs waiting list is a category that Scott’s administration came up with about three years ago, so it’s not as if he had any historical competition. The state offered services to everyone on the critical needs list in 2014 and 2015, and Scott wants to do it again this year.
However, Scott omits that those on the critical needs list are a subset of the overall waiting list of about 20,000 people.
We rate this statement Half True.",half-true,"[{""question"":""Is is true that for the first time, Scott was able to completely fund a critical needs waiting list for peoples with disabilities?\n"",""answer"":""No"",""evidence"":""The state offered services to everyone on the critical needs list in 2014 and 2015, and Scott wants to do it again this year.\nFirst, the critical needs waiting list is a category that Scott’s administration came up with about three years ago, so it’s not as if he had any historical competition. "",""from-where"":""Reasoning""},{""question"":""At any  other point in time, was the critical needs waiting list completely funded for people with disabilities?"",""answer"":""Yes"",""evidence"":""The state offered services to everyone on the critical needs list in 2014 and 2015, and Scott wants to do it again this year."",""from-where"":""Reasoning""},{""question"":""Was the waiting list overall completely funded?"",""answer"":""No"",""evidence"":""However, Scott omits that those on the critical needs list are a subset of the overall waiting list of about 20,000 people."",""from-where"":""Reasoning""}]"
A08632732BPRZBN313W1E,2642,Rick Scott,"stated on January 12, 2016 in his 2016 State of the State address:","""For the first time ever, we completely funded the critical needs waiting list so persons with unique abilities can get the help they need.""","Scott said, ""For the first time ever, we completely funded the critical needs waiting list"" for people with disabilities.
Advocates said Scott has a point about working to help around 5,000 disabled Floridians get off a narrow waiting list, but he left out two pieces of important context.
First, the critical needs waiting list is a category that Scott’s administration came up with about three years ago, so it’s not as if he had any historical competition. The state offered services to everyone on the critical needs list in 2014 and 2015, and Scott wants to do it again this year.
However, Scott omits that those on the critical needs list are a subset of the overall waiting list of about 20,000 people.
We rate this statement Half True.",half-true,"[{""question"":""Did Rick Scott get full assistance to everyone on the critical needs wait list? "",""answer"":""Yes"",""evidence"":""Advocates said Scott has a point about working to help around 5,000 disabled Floridians get off a narrow waiting list,"",""from-where"":""Reasoning""},{""question"":""Was this a historic moment for the critical needs waiting list?"",""answer"":""No"",""evidence"":""First, the critical needs waiting list is a category that Scott’s administration came up with about three years ago, so it’s not as if he had any historical competition. The state offered services to everyone on the critical needs list in 2014 and 2015, and Scott wants to do it again this year."",""from-where"":""Reasoning""},{""question"":""Does the critical needs list cover everyone with unique abilities in need of assistance?"",""answer"":""No"",""evidence"":""Scott omits that those on the critical needs list are a subset of the overall waiting list of about 20,000 people."",""from-where"":""Reasoning""}]"
A08632732BPRZBN313W1E,2645,Alexandria Ocasio-Cortez,"stated on November 7, 2020 in a Tweet:",“Every single swing-seat House Democrat who endorsed #MedicareForAll won re-election or is on track to win re-election. Every. Single. One.”,"Ocasio-Cortez said that every House Democrat in a swing seat who supports Medicare for All won their race.
Ocasio-Cortez's statement is true as far as it goes, but it leaves a misleading impression. Only two of the 23 Democratic incumbents running for re-election whose races the Cook Political Report rated as ""toss-up"" or ""lean Democratic"" had signed on as co-sponsors of the bill.
We rate her statement Mostly True.",mostly-true,"[{""question"":""Did every swing seat Democrat who endorsed #Medicareforall win re-election?"",""answer"":""Yes"",""evidence"":""Ocasio-Cortez's statement is true as far as it goes."",""from-where"":""Reasoning""},{""question"":""Did many of the swing-seat Democrats who ran for re-election support #Medicareforall?"",""answer"":""No"",""evidence"":""Only two of the 23 Democratic incumbents running for re-election whose races the Cook Political Report rated as \""toss-up\"" or \""lean Democratic\"" had signed on as co-sponsors of the bill."",""from-where"":""Reasoning""}]"
A08632732BPRZBN313W1E,2646,Democratic Senatorial Campaign Committee,"stated on September 29, 2019 in a tweet:","Says Thom Tillis voted to support Trump’s emergency declaration to fund the border wall even though it would ""raid $80 million from North Carolina.""","The DSCC said Tillis supported Trump’s emergency declaration, which enabled the administration to raid $80 million from North Carolina military projects.
The group is correct that the Trump administration diverted $80 million that had been appropriated by Congress for four military projects in North Carolina. But that included an elementary school at Fort Bragg that had already been canceled.
The claim is accurate but needs additional information. We rate it Mostly True.",mostly-true,"[{""question"":""Did Trump's emergency declaration raid North Carolina military projects of 80 million dollars?"",""answer"":""Yes"",""evidence"":""The group is correct that the Trump administration diverted $80 million that had been appropriated by Congress for four military projects in North Carolina."",""from-where"":""Reasoning""},{""question"":""Was the entirety of the 80 million taken for Trump's emergency declaration allocated to planned projects?"",""answer"":""No"",""evidence"":"" But that included an elementary school at Fort Bragg that had already been canceled."",""from-where"":""Reasoning""},{""question"":""Did Thom Tillis fully support Trump's emergency declaration plan?"",""answer"":""n/a"",""evidence"":""Thom Tillis voted to support Trump ’s emergency declaration"",""from-where"":""claim""}]"
A248M9BK62RL5L,2646,Democratic Senatorial Campaign Committee,"stated on September 29, 2019 in a tweet:","Says Thom Tillis voted to support Trump’s emergency declaration to fund the border wall even though it would ""raid $80 million from North Carolina.""","The DSCC said Tillis supported Trump’s emergency declaration, which enabled the administration to raid $80 million from North Carolina military projects.
The group is correct that the Trump administration diverted $80 million that had been appropriated by Congress for four military projects in North Carolina. But that included an elementary school at Fort Bragg that had already been canceled.
The claim is accurate but needs additional information. We rate it Mostly True.",mostly-true,"[{""question"":""Would Trump's emergency declaration for the border wall have used money from any state or other fund?\n\n"",""answer"":""Yes"",""evidence"":""The group is correct that the Trump administration diverted $80 million that had been appropriated by Congress for four military projects in North Carolina. But that included an elementary school at Fort Bragg that had already been canceled."",""from-where"":""Reasoning""},{""question"":""Would Trump's declaration for the border wall have taken money directly from North Carolina?"",""answer"":""Yes"",""evidence"":""The group is correct that the Trump administration diverted $80 million that had been appropriated by Congress for four military projects in North Carolina."",""from-where"":""Reasoning""}]"
A08632732BPRZBN313W1E,2648,Donald Trump,"stated on August 13, 2019 in a speech at a chemical plant in Pennsylvania:","Says the large trade deficit with Japan stems from them sending ""millions of cars,"" while ""we send them wheat,"" but the deficit is ""changing rapidly.""","Trump talked about U.S.-Japan trade in terms of Americans buying Japanese cars while the Japanese bought American wheat. He also said the trade deficit is changing rapidly.
Trump distorted the actual trade relations in many ways. While he was reasonably correct on the scale of cars imported to the United States, he cast wheat as a major part of U.S.-Japan trade. It accounts for less than 1% of sales. Trump sidestepped the top ranking items of civilian aircraft and related goods, and industrial machinery.
The numbers also undercut his implication that the trade deficit is changing rapidly for the better. It has held steady, although getting a bit worse each year.
Trump was close on the car and truck imports, but missed the mark in every other respect. We rate this claim Mostly False.",barely-true,"[{""question"":""Does Japan send the U.S. millions of cars?"",""answer"":""Yes"",""evidence"":""He was reasonably correct on the scale of cars imported to the United States"",""from-where"":""Reasoning""},{""question"":""Is wheat a large export from the U.S. to Japan?"",""answer"":""No"",""evidence"":""He cast wheat as a major part of U.S.-Japan trade. It accounts for less than 1% of sales."",""from-where"":""Reasoning""},{""question"":""Does the U.S. export more lucrative industrial items (like cars) to Japan?"",""answer"":""Yes"",""evidence"":"" Trump sidestepped the top ranking items of civilian aircraft and related goods, and industrial machinery."",""from-where"":""Reasoning""},{""question"":""Is the trade deficit with Japan rapidly changing for the better?"",""answer"":""No"",""evidence"":""The numbers also undercut his implication that the trade deficit is changing rapidly for the better. It has held steady, although getting a bit worse each year."",""from-where"":""Reasoning""}]"
A248M9BK62RL5L,2648,Donald Trump,"stated on August 13, 2019 in a speech at a chemical plant in Pennsylvania:","Says the large trade deficit with Japan stems from them sending ""millions of cars,"" while ""we send them wheat,"" but the deficit is ""changing rapidly.""","Trump talked about U.S.-Japan trade in terms of Americans buying Japanese cars while the Japanese bought American wheat. He also said the trade deficit is changing rapidly.
Trump distorted the actual trade relations in many ways. While he was reasonably correct on the scale of cars imported to the United States, he cast wheat as a major part of U.S.-Japan trade. It accounts for less than 1% of sales. Trump sidestepped the top ranking items of civilian aircraft and related goods, and industrial machinery.
The numbers also undercut his implication that the trade deficit is changing rapidly for the better. It has held steady, although getting a bit worse each year.
Trump was close on the car and truck imports, but missed the mark in every other respect. We rate this claim Mostly False.",barely-true,"[{""question"":""Does the trade deficit with Japan stem from them sending millions of cars, while we send them wheat?\n"",""answer"":""No"",""evidence"":""Trump distorted the actual trade relations in many ways. While he was reasonably correct on the scale of cars imported to the United States, he cast wheat as a major part of U.S.-Japan trade. It accounts for less than 1% of sales."",""from-where"":""Reasoning""},{""question"":""Is the trade deficit with Japan rapidly changing?"",""answer"":""No"",""evidence"":""The numbers also undercut his implication that the trade deficit is changing rapidly for the better. It has held steady, although getting a bit worse each year."",""from-where"":""Reasoning""},{""question"":""Do we trade wheat with Japan to the extent presented by Trump?"",""answer"":""No"",""evidence"":""He cast wheat as a major part of U.S.-Japan trade. It accounts for less than 1% of sales. Trump sidestepped the top ranking items of civilian aircraft and related goods, and industrial machinery."",""from-where"":""Reasoning""},{""question"":""Does Japan trade cars with us?"",""answer"":""Yes"",""evidence"":""While he was reasonably correct on the scale of cars imported to the United States,"",""from-where"":""Reasoning""}]"
A08632732BPRZBN313W1E,2654,Kelly Loeffler,"stated on November 13, 2020 in an ad:","Says Raphael Warnock defended the “hatred” of Jeremiah Wright, the pastor who said “not God bless America, God damn America,” and gave Wright “an award for truth telling.”","Loeffler claimed that Warnock defended the ""hatred"" of Wright, the pastor who said in a 2003 sermon, ""not God bless America, God damn America,"" and that Warnock gave Wright ""an award for truth telling.""
Wright’s sermon decried America’s historical mistreatment of Black people. What Warnock defended was Wright’s role as a preacher in the ""truth telling"" about that mistreatment.
A Texas divinity school, not Warnock, honored Wright for his career in ministry.
Loeffler’s statement contains an element of truth but ignores critical facts that would give a different impression. That’s our definition of Mostly False.
This fact check is available at IFCN’s 2020 US Elections FactChat #Chatbot on WhatsApp. Clickhere, for more.
RELATED:PolitiFact fact-checks and articles about the two Georgia Senate runoffs",barely-true,"[{""question"":""Did Jeremiah Wright's sermon spread \""hatred\"" of America?"",""answer"":""No"",""evidence"":""Wright’s sermon decried America’s historical mistreatment of Black people. "",""from-where"":""Reasoning""},{""question"":""Did Rachel Warnock defend Jeremiah Wright?"",""answer"":""Yes"",""evidence"":""What Warnock defended was Wright’s role as a preacher in the \""truth telling\"" about that mistreatment."",""from-where"":""Reasoning""},{""question"":""Did Warnock give Wright an award?"",""answer"":""No"",""evidence"":""A Texas divinity school, not Warnock, honored Wright for his career in ministry"",""from-where"":""Reasoning""}]"
